"eventname","userid","timecreated"
"\core\event\course_viewed","1004","1712813796"
"\core\event\course_viewed","1004","1712813798"
"\core\event\course_viewed","1004","1712813802"
"\core\event\course_viewed","1004","1712813826"
"\core\event\course_viewed","1004","1712817221"
"\core\event\course_viewed","1004","1712817223"
"\core\event\course_viewed","1004","1712817227"
"\core\event\course_viewed","1004","1712896516"
"\core\event\course_viewed","1004","1712896518"
"\core\event\course_viewed","1004","1712896550"
"\mod_workshop\event\course_module_viewed","1004","1712896560"
"\mod_workshop\event\course_module_viewed","1004","1712896580"
"\mod_workshop\event\submission_created","1004","1712897984"
"\mod_workshop\event\assessable_uploaded","1004","1712897986"
"\mod_workshop\event\submission_created","1004","1712897988"
"\mod_workshop\event\submission_viewed","1004","1712897990"
"\mod_workshop\event\submission_updated","1004","1712897992"
"\mod_workshop\event\submission_created","1004","1712897994"
"\mod_workshop\event\submission_viewed","1004","1712897996"
"\mod_workshop\event\course_module_viewed","1004","1712898001"
"\core\event\course_viewed","1004","1712900203"
"\mod_forum\event\discussion_viewed","1004","1712900205"
"\core\event\course_viewed","1004","1712901701"
"\core\event\course_viewed","1004","1712901703"
"\mod_resource\event\course_module_viewed","1004","1712901711"
"\core\event\course_viewed","1004","1712901716"
"\mod_workshop\event\course_module_viewed","1004","1712901733"
"\core\event\course_viewed","1004","1712902217"
"\core\event\course_viewed","1004","1712902222"
"\mod_workshop\event\course_module_viewed","1004","1712902230"
"\mod_workshop\event\submission_viewed","1004","1712902249"
"\mod_workshop\event\submission_viewed","1004","1712902317"
"\core\event\course_viewed","1004","1712902323"
"\core\event\course_viewed","1004","1712902328"
"\mod_forum\event\discussion_viewed","1004","1712902336"
"\core\event\course_viewed","1004","1712902366"
"\gradereport_user\event\grade_report_viewed","1004","1712902370"
"\core\event\course_viewed","1004","1712902374"
"\core\event\course_viewed","1004","1712902421"
"\core\event\course_viewed","1004","1712902427"
"\mod_resource\event\course_module_viewed","1004","1712902434"
"\mod_forum\event\discussion_viewed","1004","1712902510"
"\core\event\course_viewed","1004","1712902531"
"\core\event\course_viewed","1004","1712902535"
"\core\event\course_viewed","1004","1712902542"
"\core\event\course_viewed","1004","1712902597"
"\core\event\course_viewed","1004","1712902603"
"\core\event\recent_activity_viewed","1004","1712902639"
"\core\event\course_viewed","1004","1712902645"
"\core\event\course_viewed","1004","1712902666"
"\core\event\course_viewed","1004","1712902675"
"\mod_workshop\event\course_module_viewed","1004","1712902990"
"\core\event\course_viewed","1004","1712902999"
"\core\event\course_viewed","1004","1712903001"
"\core\event\course_viewed","1004","1712903007"
"\core\event\course_viewed","1004","1712903010"
"\mod_workshop\event\course_module_viewed","1004","1712903018"
"\core\event\course_viewed","1004","1712903022"
"\core\event\course_viewed","1004","1712903033"
"\core\event\course_viewed","1004","1712903312"
"\mod_resource\event\course_module_viewed","1004","1712903319"
"\core\event\course_viewed","1004","1712903596"
"\core\event\course_viewed","1004","1712903600"
"\core\event\course_viewed","1004","1712903605"
"\mod_resource\event\course_module_viewed","1004","1712903609"
"\core\event\course_viewed","1004","1712903617"
"\mod_resource\event\course_module_viewed","1004","1712903628"
"\core\event\course_viewed","1004","1712903643"
"\mod_resource\event\course_module_viewed","1004","1712974466"
"\mod_resource\event\course_module_viewed","1004","1712974475"
"\core\event\course_viewed","1004","1712975110"
"\core\event\course_viewed","1004","1712975114"
"\mod_workshop\event\course_module_viewed","1004","1713423194"
"\mod_workshop\event\submission_viewed","1004","1713423211"
"\core\event\course_viewed","1004","1713423236"
"\core\event\course_viewed","1004","1713423240"
"\core\event\course_viewed","1004","1713423249"
"\core\event\course_viewed","1004","1713423253"
"\core\event\course_viewed","1004","1713423275"
"\mod_resource\event\course_module_viewed","1004","1713423340"
"\core\event\course_viewed","1004","1713426549"
"\mod_workshop\event\course_module_viewed","1004","1713426555"
"\mod_workshop\event\submission_assessed","1004","1713426562"
"\mod_workshop\event\course_module_viewed","1004","1713426564"
"\core\event\course_viewed","1004","1713610713"
"\core\event\user_list_viewed","1004","1713610717"
"\core\event\course_viewed","1004","1713610720"
"\mod_quiz\event\course_module_viewed","1004","1713610732"
"\core\event\course_viewed","1004","1713610749"
"\mod_resource\event\course_module_viewed","1004","1713610779"
"\core\event\course_viewed","1004","1713610789"
"\core\event\course_viewed","1004","1713610792"
"\mod_resource\event\course_module_viewed","1004","1713610794"
"\core\event\course_viewed","1004","1713711986"
"\mod_quiz\event\course_module_viewed","1004","1713712874"
"\core\event\course_viewed","1004","1713712910"
"\core\event\course_viewed","1004","1713712916"
"\mod_workshop\event\course_module_viewed","1004","1713712927"
"\core\event\course_viewed","1004","1713712933"
"\core\event\course_viewed","1004","1713712935"
"\core\event\course_viewed","1004","1713712956"
"\core\event\course_viewed","1004","1713712961"
"\core\event\course_viewed","1004","1713712982"
"\core\event\course_viewed","1004","1713712986"
"\mod_url\event\course_module_viewed","1004","1713712996"
"\core\event\course_viewed","1004","1713713549"
"\mod_url\event\course_module_viewed","1004","1713713554"
"\core\event\course_viewed","1004","1713714163"
"\mod_resource\event\course_module_viewed","1004","1713714170"
"\mod_workshop\event\submission_updated","1004","1713714314"
"\mod_workshop\event\assessable_uploaded","1004","1713714316"
"\core\event\course_viewed","1004","1713714500"
"\mod_forum\event\discussion_viewed","1004","1713714519"
"\core\event\course_viewed","1004","1713909635"
"\mod_workshop\event\course_module_viewed","1004","1713909695"
"\mod_workshop\event\submission_viewed","1004","1713909712"
"\core\event\course_viewed","1004","1713909735"
"\core\event\course_viewed","1004","1713909748"
"\core\event\course_viewed","1004","1713909756"
"\mod_workshop\event\course_module_viewed","1004","1713909760"
"\core\event\course_viewed","1004","1713909767"
"\core\event\course_viewed","1004","1713909775"
"\core\event\course_viewed","1004","1713909786"
"\mod_resource\event\course_module_viewed","1004","1713909833"
"\mod_resource\event\course_module_viewed","1004","1713910368"
"\core\event\course_viewed","1004","1713910548"
"\mod_resource\event\course_module_viewed","1004","1713910553"
"\core\event\course_viewed","1004","1713914289"
"\core\event\course_viewed","1004","1713914291"
"\core\event\course_viewed","1004","1713914293"
"\core\event\course_viewed","1004","1714013785"
"\core\event\course_viewed","1004","1714013787"
"\core\event\course_viewed","1004","1714013793"
"\mod_resource\event\course_module_viewed","1004","1714013797"
"\core\event\course_viewed","1004","1714013808"
"\core\event\course_viewed","1004","1714333710"
"\core\event\course_viewed","1004","1714333712"
"\core\event\course_viewed","1004","1714333715"
"\core\event\course_viewed","1004","1714333721"
"\mod_resource\event\course_module_viewed","1004","1714333768"
"\core\event\course_viewed","1004","1714333774"
"\mod_resource\event\course_module_viewed","1004","1714333802"
"\core\event\course_viewed","1004","1714334636"
"\core\event\course_viewed","1004","1714400184"
"\core\event\course_viewed","1004","1714400190"
"\mod_workshop\event\course_module_viewed","1004","1714400203"
"\core\event\course_viewed","1004","1714400211"
"\core\event\course_viewed","1004","1714400216"
"\core\event\course_viewed","1004","1714400222"
"\core\event\course_viewed","1004","1714400226"
"\core\event\course_viewed","1004","1714400235"
"\core\event\course_viewed","1004","1714400237"
"\core\event\course_viewed","1004","1714400247"
"\mod_workshop\event\submission_viewed","1004","1714405324"
"\mod_workshop\event\submission_created","1004","1714405326"
"\mod_workshop\event\submission_updated","1004","1714405328"
"\mod_workshop\event\submission_created","1004","1714405330"
"\mod_workshop\event\submission_viewed","1004","1714405332"
"\core\event\course_viewed","1004","1714405385"
"\core\event\course_viewed","1004","1714405390"
"\mod_resource\event\course_module_viewed","1004","1714405398"
"\mod_resource\event\course_module_viewed","1004","1714405404"
"\core\event\course_viewed","1004","1714405805"
"\mod_workshop\event\course_module_viewed","1004","1714405815"
"\mod_workshop\event\submission_assessed","1004","1714406027"
"\mod_workshop\event\course_module_viewed","1004","1714406029"
"\core\event\course_viewed","1004","1714406031"
"\mod_resource\event\course_module_viewed","1004","1714406036"
"\core\event\course_viewed","1004","1714406046"
"\gradereport_user\event\grade_report_viewed","1004","1714406055"
"\core\event\course_viewed","1004","1714406061"
"\mod_resource\event\course_module_viewed","1004","1714406328"
"\mod_resource\event\course_module_viewed","1004","1714406336"
"\core\event\course_viewed","1004","1714409971"
"\core\event\course_viewed","1004","1714409975"
"\mod_workshop\event\course_module_viewed","1004","1714409979"
"\core\event\course_viewed","1004","1714409986"
"\mod_workshop\event\course_module_viewed","1004","1714409990"
"\core\event\course_viewed","1004","1714410108"
"\core\event\course_viewed","1004","1714410111"
"\core\event\course_viewed","1004","1714410119"
"\core\event\course_viewed","1004","1714410123"
"\core\event\course_viewed","1004","1714472547"
"\mod_quiz\event\course_module_viewed","1004","1714472549"
"\mod_quiz\event\attempt_started","1004","1714472553"
"\mod_quiz\event\attempt_updated","1004","1714472604"
"\core\event\course_viewed","1004","1714662271"
"\mod_resource\event\course_module_viewed","1004","1714662284"
"\core\event\course_viewed","1004","1714662720"
"\mod_resource\event\course_module_viewed","1004","1714664323"
"\core\event\course_viewed","1004","1714664327"
"\core\event\course_viewed","1004","1714664332"
"\mod_quiz\event\course_module_viewed","1004","1714664334"
"\mod_quiz\event\attempt_started","1004","1714664385"
"\mod_quiz\event\attempt_updated","1004","1714664446"
"\mod_quiz\event\attempt_viewed","1004","1714664448"
"\mod_quiz\event\attempt_updated","1004","1714664450"
"\mod_quiz\event\attempt_updated","1004","1714664457"
"\mod_quiz\event\attempt_summary_viewed","1004","1714668415"
"\mod_quiz\event\attempt_submitted","1004","1714668424"
"\mod_quiz\event\attempt_reviewed","1004","1714668426"
"\mod_quiz\event\attempt_submitted","1004","1714668428"
"\mod_quiz\event\course_module_viewed","1004","1714669091"
"\mod_quiz\event\attempt_started","1004","1714669095"
"\core\event\course_viewed","1004","1714775478"
"\mod_workshop\event\course_module_viewed","1004","1714775483"
"\mod_resource\event\course_module_viewed","1004","1714775529"
"\mod_resource\event\course_module_viewed","1004","1714775531"
"\core\event\course_viewed","1004","1715209522"
"\core\event\course_viewed","1004","1715209546"
"\mod_workshop\event\course_module_viewed","1004","1715209559"
"\mod_workshop\event\submission_assessed","1004","1715209561"
"\core\event\course_viewed","1004","1715209590"
"\core\event\course_viewed","1004","1715209594"
"\core\event\course_viewed","1004","1715209599"
"\mod_workshop\event\course_module_viewed","1004","1715209601"
"\core\event\course_viewed","1004","1715209692"
"\core\event\course_viewed","1004","1715209694"
"\mod_resource\event\course_module_viewed","1004","1715209703"
"\core\event\course_viewed","1004","1715209965"
"\core\event\course_viewed","1004","1715209971"
"\mod_workshop\event\course_module_viewed","1004","1715209974"
"\core\event\course_viewed","1004","1715209988"
"\core\event\course_viewed","1004","1715210010"
"\mod_workshop\event\course_module_viewed","1004","1715210014"
"\mod_workshop\event\submission_viewed","1004","1715210024"
"\mod_workshop\event\submission_viewed","1004","1715210050"
"\core\event\course_viewed","1004","1715213242"
"\core\event\course_viewed","1004","1715213250"
"\core\event\course_viewed","1004","1715365955"
"\core\event\course_viewed","1004","1715365959"
"\mod_resource\event\course_module_viewed","1004","1715365961"
"\core\event\course_viewed","1004","1715366217"
"\mod_workshop\event\course_module_viewed","1004","1715366222"
"\core\event\course_viewed","1004","1715366226"
"\core\event\course_viewed","1004","1715366234"
"\core\event\course_viewed","1004","1715366243"
"\mod_resource\event\course_module_viewed","1004","1715366256"
"\mod_resource\event\course_module_viewed","1004","1715366258"
"\core\event\course_viewed","1004","1715559803"
"\core\event\course_viewed","1004","1715559807"
"\core\event\course_viewed","1004","1715559853"
"\mod_workshop\event\course_module_viewed","1004","1715559858"
"\core\event\course_viewed","1004","1715560412"
"\mod_url\event\course_module_viewed","1004","1715560417"
"\core\event\course_viewed","1004","1715561912"
"\mod_url\event\course_module_viewed","1004","1715561920"
"\core\event\course_viewed","1004","1715562033"
"\core\event\course_viewed","1004","1715562039"
"\core\event\course_viewed","1004","1715562054"
"\core\event\course_viewed","1004","1715562083"
"\mod_workshop\event\course_module_viewed","1004","1715562088"
"\core\event\user_profile_viewed","1004","1715562094"
"\core\event\user_profile_viewed","1004","1715562643"
"\mod_workshop\event\submission_assessed","1004","1715562973"
"\mod_workshop\event\submission_assessed","1004","1715563191"
"\mod_workshop\event\course_module_viewed","1004","1715563265"
"\core\event\course_viewed","1004","1715563274"
"\gradereport_user\event\grade_report_viewed","1004","1715564280"
"\core\event\course_viewed","1004","1715565135"
"\core\event\course_viewed","1004","1715565140"
"\gradereport_user\event\grade_report_viewed","1004","1715566241"
"\core\event\course_viewed","1004","1715566296"
"\mod_url\event\course_module_viewed","1004","1715566304"
"\mod_workshop\event\submission_viewed","1004","1715567903"
"\mod_workshop\event\submission_viewed","1004","1715567904"
"\core\event\course_viewed","1004","1716224180"
"\mod_workshop\event\course_module_viewed","1004","1716224188"
"\core\event\course_viewed","1004","1716224247"
"\core\event\course_viewed","1004","1716224249"
"\mod_url\event\course_module_viewed","1004","1716224250"
"\core\event\course_viewed","1004","1716224254"
"\core\event\course_viewed","1004","1716224262"
"\core\event\course_viewed","1004","1716224267"
"\core\event\course_viewed","1004","1716224283"
"\core\event\course_viewed","1004","1716224284"
"\core\event\course_viewed","1004","1716224288"
"\core\event\course_viewed","1004","1716224303"
"\mod_workshop\event\course_module_viewed","1004","1716224410"
"\mod_workshop\event\course_module_viewed","1004","1716224527"
"\core\event\course_viewed","1004","1716233749"
"\core\event\course_viewed","1004","1716233755"
"\core\event\course_viewed","1004","1716235114"
"\mod_workshop\event\assessable_uploaded","1004","1716235121"
"\core\event\course_viewed","1004","1716320956"
"\core\event\course_viewed","1004","1716322077"
"\core\event\course_viewed","1004","1716322083"
"\core\event\course_viewed","1004","1716322145"
"\mod_quiz\event\attempt_updated","1004","1716322147"
"\mod_quiz\event\attempt_updated","1004","1716322153"
"\mod_quiz\event\attempt_viewed","1004","1716322168"
"\mod_quiz\event\attempt_updated","1004","1716322174"
"\mod_quiz\event\attempt_viewed","1004","1716322176"
"\mod_quiz\event\attempt_viewed","1004","1716322663"
"\mod_quiz\event\attempt_updated","1004","1716322759"
"\mod_quiz\event\attempt_viewed","1004","1716322761"
"\mod_quiz\event\attempt_updated","1004","1716322763"
"\mod_quiz\event\attempt_viewed","1004","1716322765"
"\mod_quiz\event\attempt_updated","1004","1716322767"
"\mod_quiz\event\attempt_viewed","1004","1716322769"
"\mod_quiz\event\attempt_updated","1004","1716322771"
"\core\event\course_viewed","1004","1716430720"
"\core\event\course_viewed","1004","1716430883"
"\mod_resource\event\course_module_viewed","1004","1716430892"
"\core\event\course_viewed","1004","1716430928"
"\core\event\course_viewed","1004","1716430942"
"\core\event\course_viewed","1004","1717154230"
"\mod_url\event\course_module_viewed","1004","1717154232"
"\core\event\course_viewed","1004","1717158817"
"\core\event\course_viewed","1004","1717158819"
"\mod_choice\event\course_module_viewed","1004","1717158821"
"\mod_forum\event\discussion_viewed","1004","1717158824"
"\mod_forum\event\discussion_viewed","1004","1717158830"
"\core\event\course_viewed","1004","1717158849"
"\core\event\course_viewed","1004","1717158858"
"\mod_quiz\event\course_module_viewed","1004","1717158864"
"\core\event\course_viewed","1004","1717158877"
"\mod_resource\event\course_module_viewed","1004","1717159270"
"\mod_resource\event\course_module_viewed","1004","1717159417"
"\mod_resource\event\course_module_viewed","1004","1717159423"
"\mod_resource\event\course_module_viewed","1004","1717159514"
"\core\event\course_viewed","1004","1717159552"
"\mod_workshop\event\course_module_viewed","1004","1717159558"
"\core\event\course_viewed","1004","1717159563"
"\mod_resource\event\course_module_viewed","1004","1717161100"
"\mod_resource\event\course_module_viewed","1004","1717161103"
"\mod_workshop\event\assessable_uploaded","1004","1717161107"
"\mod_workshop\event\submission_viewed","1004","1717161109"
"\core\event\course_viewed","1004","1717161138"
"\mod_resource\event\course_module_viewed","1004","1717161153"
"\mod_resource\event\course_module_viewed","1004","1717161155"
"\mod_resource\event\course_module_viewed","1004","1717161160"
"\mod_workshop\event\submission_created","1004","1717162246"
"\mod_workshop\event\submission_viewed","1004","1717162248"
"\mod_workshop\event\submission_viewed","1004","1717162250"
"\core\event\course_viewed","1004","1717162252"
"\core\event\course_viewed","1004","1717162259"
"\core\event\course_viewed","1004","1717162274"
"\core\event\course_viewed","1004","1717162276"
"\core\event\course_viewed","1004","1717162278"
"\mod_workshop\event\course_module_viewed","1004","1717162291"
"\core\event\course_viewed","1004","1717162306"
"\core\event\course_viewed","1004","1717303595"
"\core\event\course_viewed","1004","1717303599"
"\core\event\course_viewed","1004","1717304480"
"\core\event\course_viewed","1004","1717304973"
"\core\event\course_viewed","1004","1717304976"
"\core\event\course_viewed","1004","1717498929"
"\mod_resource\event\course_module_viewed","1004","1717498952"
"\core\event\course_viewed","1004","1717498956"
"\core\event\course_viewed","1004","1717498959"
"\core\event\course_viewed","1004","1717498980"
"\core\event\course_viewed","1004","1717499007"
"\core\event\course_viewed","1004","1717891980"
"\mod_workshop\event\course_module_viewed","1004","1717891983"
"\mod_workshop\event\submission_viewed","1004","1717892012"
"\mod_workshop\event\submission_created","1004","1717892014"
"\mod_workshop\event\submission_updated","1004","1717892016"
"\mod_workshop\event\submission_created","1004","1717892019"
"\mod_workshop\event\submission_viewed","1004","1717892050"
"\core\event\course_viewed","1004","1717892125"
"\mod_workshop\event\course_module_viewed","1004","1717892127"
"\mod_workshop\event\submission_updated","1004","1717892648"
"\mod_workshop\event\submission_viewed","1004","1717892650"
"\core\event\course_viewed","1004","1717892734"
"\core\event\course_viewed","1004","1719253539"
"\mod_workshop\event\course_module_viewed","1004","1719253554"
"\core\event\course_viewed","1004","1719253573"
"\mod_url\event\course_module_viewed","1004","1719253582"
"\core\event\course_viewed","1004","1719253620"
"\core\event\course_viewed","1004","1719253628"
"\core\event\course_viewed","1004","1719299814"
"\mod_resource\event\course_module_viewed","1004","1719299816"
"\core\event\course_viewed","1004","1719299863"
"\mod_workshop\event\course_module_viewed","1004","1719299876"
"\core\event\course_viewed","1004","1719299882"
"\core\event\course_viewed","1004","1719299897"
"\core\event\course_viewed","1004","1719299901"
"\mod_resource\event\course_module_viewed","1004","1719299905"
"\core\event\course_viewed","1004","1719299911"
"\mod_forum\event\course_module_viewed","1004","1720836890"
"\mod_forum\event\discussion_viewed","1004","1720836894"
"\core\event\course_viewed","1004","1720837030"
"\core\event\course_viewed","1004","1720904780"
"\core\event\course_viewed","1004","1720904782"
"\core\event\course_viewed","1004","1720904785"
"\core\event\course_viewed","1004","1720904787"
"\mod_resource\event\course_module_viewed","1004","1720904812"
"\mod_workshop\event\assessable_uploaded","1004","1720909967"
"\mod_workshop\event\submission_updated","1004","1720909969"
"\core\event\course_viewed","1004","1720909984"
"\mod_url\event\course_module_viewed","1004","1720909988"
"\core\event\course_viewed","1004","1720909995"
"\core\event\course_viewed","1004","1720910003"
"\core\event\course_viewed","1004","1720910005"
"\core\event\course_viewed","1004","1721043452"
"\mod_workshop\event\course_module_viewed","1004","1721043460"
"\core\event\course_viewed","1004","1721055382"
"\core\event\course_viewed","1004","1721055401"
"\core\event\course_viewed","1004","1721055409"
"\mod_url\event\course_module_viewed","1004","1721055416"
"\core\event\course_viewed","1004","1721056127"
"\core\event\course_viewed","1004","1721056130"
"\mod_workshop\event\course_module_viewed","1004","1721056142"
"\core\event\course_viewed","1004","1721056144"
"\core\event\course_viewed","1004","1721056151"
"\core\event\course_viewed","1004","1721056161"
"\core\event\course_viewed","1004","1721056165"
"\core\event\course_viewed","1004","1721056170"
"\mod_resource\event\course_module_viewed","1004","1721056176"
"\core\event\course_viewed","1004","1721056202"
"\mod_resource\event\course_module_viewed","1004","1721145997"
"\mod_workshop\event\course_module_viewed","1004","1721146004"
"\core\event\course_viewed","1004","1721146127"
"\mod_quiz\event\course_module_viewed","1004","1721146142"
"\mod_quiz\event\attempt_viewed","1004","1721146144"
"\mod_quiz\event\attempt_updated","1004","1721146152"
"\mod_quiz\event\attempt_viewed","1004","1721146154"
"\mod_quiz\event\attempt_updated","1004","1721228506"
"\mod_quiz\event\attempt_viewed","1004","1721228525"
"\mod_quiz\event\attempt_updated","1004","1721228548"
"\mod_quiz\event\attempt_viewed","1004","1721228550"
"\mod_quiz\event\attempt_updated","1004","1721228552"
"\mod_quiz\event\attempt_viewed","1004","1722236987"
"\mod_quiz\event\attempt_viewed","1004","1722236991"
"\mod_quiz\event\attempt_updated","1004","1722236999"
"\mod_quiz\event\attempt_viewed","1004","1722237000"
"\mod_quiz\event\attempt_autosaved","1004","1722237398"
"\mod_quiz\event\attempt_viewed","1004","1722237402"
"\mod_quiz\event\attempt_updated","1004","1722237408"
"\mod_quiz\event\attempt_viewed","1004","1722245567"
"\mod_quiz\event\attempt_viewed","1004","1722245781"
"\mod_quiz\event\attempt_updated","1004","1722245783"
"\mod_quiz\event\attempt_viewed","1004","1722245785"
"\mod_quiz\event\attempt_updated","1004","1722245787"
"\mod_quiz\event\attempt_viewed","1004","1722245789"
"\mod_quiz\event\attempt_updated","1004","1722245842"
"\mod_quiz\event\attempt_summary_viewed","1004","1722245853"
"\mod_quiz\event\attempt_updated","1004","1722245867"
"\mod_quiz\event\attempt_viewed","1004","1722245869"
"\core\event\course_viewed","1004","1722246581"
"\core\event\course_viewed","1004","1722246585"
"\core\event\course_viewed","1004","1722246587"
"\mod_resource\event\course_module_viewed","1004","1722246590"
"\core\event\course_viewed","1004","1722259054"
"\core\event\course_viewed","1004","1722331660"
"\core\event\course_viewed","1004","1722331662"
"\core\event\course_viewed","1004","1722331690"
"\mod_resource\event\course_module_viewed","1004","1722331969"
"\core\event\course_viewed","1004","1722332582"
"\mod_workshop\event\course_module_viewed","1004","1722332586"
"\core\event\course_viewed","1004","1722333992"
"\core\event\course_viewed","1004","1722335892"
"\core\event\course_viewed","1004","1722335902"
"\core\event\course_viewed","1004","1722344126"
"\core\event\course_viewed","1004","1722344131"
"\mod_feedback\event\course_module_viewed","1004","1722344133"
"\core\event\course_viewed","1004","1722344196"
"\mod_mail\event\course_module_viewed","1004","1722344368"
"\mod_mail\event\course_module_viewed","1004","1722344912"
"\mod_mail\event\course_module_viewed","1004","1722344921"
"\mod_mail\event\course_module_viewed","1004","1722344923"
"\mod_mail\event\course_module_viewed","1004","1722344961"
"\core\event\course_viewed","1004","1722731025"
"\core\event\course_viewed","1004","1722732502"
"\mod_url\event\course_module_viewed","1004","1722732506"
"\core\event\course_viewed","1004","1722733095"
"\core\event\course_viewed","1004","1722733103"
"\mod_url\event\course_module_viewed","1004","1722733112"
"\mod_url\event\course_module_viewed","1004","1722736792"
"\core\event\course_viewed","1004","1722737021"
"\gradereport_user\event\grade_report_viewed","1004","1722737026"
"\core\event\course_viewed","1004","1722737030"
"\core\event\course_viewed","1004","1722737032"
"\mod_workshop\event\course_module_viewed","1004","1722737036"
"\mod_workshop\event\submission_assessed","1004","1722737261"
"\mod_workshop\event\submission_assessed","1004","1722737407"
"\core\event\course_viewed","1004","1722743508"
"\core\event\course_viewed","1004","1722749411"
"\core\event\course_viewed","1004","1722749418"
"\mod_workshop\event\course_module_viewed","1004","1722749424"
"\core\event\course_viewed","1004","1722754465"
"\core\event\course_viewed","1004","1722754473"
"\core\event\course_viewed","1004","1722754477"
"\core\event\course_viewed","1004","1722754481"
"\mod_feedback\event\course_module_viewed","1004","1722754483"
"\core\event\course_viewed","1004","1722754492"
"\core\event\course_viewed","1004","1722754494"
"\core\event\course_viewed","1004","1722754501"
"\mod_url\event\course_module_viewed","1004","1722754503"
"\mod_url\event\course_module_viewed","1004","1722754505"
"\core\event\course_viewed","1004","1722754549"
"\mod_resource\event\course_module_viewed","1004","1722754558"
"\core\event\course_viewed","1004","1722754833"
"\gradereport_user\event\grade_report_viewed","1004","1722754837"
"\mod_workshop\event\course_module_viewed","1004","1722754846"
"\core\event\course_viewed","1004","1722754854"
"\mod_forum\event\course_module_viewed","1004","1722754856"
"\core\event\course_viewed","1004","1722754880"
"\core\event\course_viewed","1004","1722760511"
"\core\event\course_viewed","1004","1722760526"
"\core\event\course_viewed","1004","1722760532"
"\core\event\course_viewed","1004","1722760534"
"\core\event\course_viewed","1004","1722870000"
"\mod_forum\event\discussion_viewed","1004","1722870008"
"\core\event\course_viewed","1004","1722870025"
"\mod_resource\event\course_module_viewed","1004","1722870027"
"\mod_resource\event\course_module_viewed","1004","1722871296"
"\core\event\course_viewed","1004","1722877851"
"\core\event\course_viewed","1004","1722877853"
"\core\event\course_viewed","1004","1722877857"
"\core\event\course_viewed","1004","1722877864"
"\mod_mail\event\course_module_viewed","1004","1722877874"
"\mod_mail\event\course_module_viewed","1004","1722877880"
"\mod_mail\event\course_module_viewed","1004","1722877885"
"\core\event\course_viewed","1004","1722878471"
"\core\event\course_viewed","1004","1722878766"
"\mod_workshop\event\course_module_viewed","1004","1722878770"
"\core\event\course_viewed","1004","1722878772"
"\core\event\course_viewed","1004","1722878776"
"\core\event\course_viewed","1004","1722878780"
"\mod_workshop\event\course_module_viewed","1004","1722878787"
"\mod_workshop\event\submission_assessed","1004","1722879992"
"\core\event\course_viewed","1004","1722880030"
"\core\event\course_viewed","1004","1722880106"
"\core\event\course_viewed","1004","1722880113"
"\core\event\course_viewed","1004","1722880119"
"\mod_resource\event\course_module_viewed","1004","1722880123"
"\core\event\course_viewed","1004","1722880937"
"\core\event\course_viewed","1004","1722880943"
"\core\event\course_viewed","1004","1722886958"
"\core\event\course_viewed","1004","1722886962"
"\core\event\course_viewed","1004","1722886968"
"\core\event\course_viewed","1004","1722886987"
"\mod_url\event\course_module_viewed","1004","1722888625"
"\mod_url\event\course_module_viewed","1004","1722888629"
"\core\event\course_viewed","1004","1722888682"
"\core\event\course_viewed","1004","1722888688"
"\core\event\course_viewed","1004","1722888690"
"\core\event\course_viewed","1004","1722888705"
"\core\event\course_viewed","1004","1722888707"
"\core\event\course_viewed","1004","1722888762"
"\gradereport_user\event\grade_report_viewed","1004","1722888828"
"\core\event\course_viewed","1004","1722888830"
"\mod_resource\event\course_module_viewed","1004","1722888883"
"\core\event\course_viewed","1004","1722890965"
"\core\event\course_viewed","1004","1722891046"
"\mod_workshop\event\course_module_viewed","1004","1722891050"
"\mod_workshop\event\submission_assessed","1004","1722891052"
"\core\event\course_viewed","1004","1722891054"
"\core\event\course_viewed","1004","1722891064"
"\core\event\course_viewed","1004","1722891069"
"\core\event\course_viewed","1004","1723885631"
"\core\event\course_viewed","1004","1723885659"
"\core\event\course_viewed","1004","1723885661"
"\core\event\course_viewed","1004","1723885665"
"\core\event\course_viewed","1004","1723885669"
"\core\event\course_viewed","1004","1723885682"
"\core\event\course_viewed","1004","1723885718"
"\mod_resource\event\course_module_viewed","1004","1723885747"
"\core\event\course_viewed","1004","1723885934"
"\core\event\course_viewed","1004","1723885940"
"\core\event\course_viewed","1004","1723885946"
"\core\event\course_viewed","1004","1723885957"
"\core\event\course_viewed","1004","1723885963"
"\mod_workshop\event\course_module_viewed","1004","1723886118"
"\mod_workshop\event\submission_viewed","1004","1723886125"
"\mod_workshop\event\submission_assessed","1004","1723886133"
"\mod_workshop\event\submission_assessed","1004","1723886287"
"\mod_workshop\event\course_module_viewed","1004","1723886692"
"\mod_workshop\event\course_module_viewed","1004","1723886696"
"\core\event\course_viewed","1004","1723886703"
"\core\event\course_viewed","1004","1723886711"
"\core\event\course_viewed","1004","1723886715"
"\core\event\course_viewed","1004","1723886717"
"\mod_workshop\event\course_module_viewed","1004","1723886718"
"\core\event\course_viewed","1004","1723886758"
"\core\event\course_viewed","1004","1723886770"
"\mod_workshop\event\course_module_viewed","1004","1723886772"
"\mod_workshop\event\submission_viewed","1004","1723886779"
"\core\event\course_viewed","1004","1723887221"
"\core\event\course_viewed","1004","1723887270"
"\core\event\course_viewed","1004","1723887416"
"\mod_workshop\event\course_module_viewed","1004","1723887418"
"\core\event\course_viewed","1004","1723887476"
"\core\event\course_viewed","1004","1723887482"
"\mod_url\event\course_module_viewed","1004","1723887491"
